input,expected_output
"{""user_context"": ""Compare prices for smartphones across different stores"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""smartphones"", ""stores""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.86, ""reasoning"": ""User wants to compare prices across stores, matching COMPARE_SHOPPING_PRICES task type.""}"
"{""user_context"": ""Archive this tutorial in my knowledge vault"", ""context_metadata"": {""urls"": [], ""tags"": [""vault"", ""this tutorial""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.92, ""reasoning"": ""Task requires storing content in a knowledge repository or management system.""}"
"{""user_context"": ""Fill the job application form automatically"", ""context_metadata"": {""urls"": [], ""tags"": [""job application"", ""automatically""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.89, ""reasoning"": ""User explicitly requests automatic form filling functionality.""}"
"{""user_context"": ""Get analytics reports downloaded automatically"", ""context_metadata"": {""urls"": [""https://portal.example.com/products""], ""tags"": [""analytics"", ""automatically""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.92, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Compare tablets costs from different sellers"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""tablets"", ""sellers""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.85, ""reasoning"": ""Task requires comparing prices across different retailers or vendors.""}"
"{""user_context"": ""Auto-fill the survey form with my profile information"", ""context_metadata"": {""urls"": [], ""tags"": [""survey"", ""profile""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.85, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Schedule client call in calendar for tomorrow"", ""context_metadata"": {""urls"": [], ""tags"": [""client call"", ""tomorrow""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.93, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Find the best price for laptops by comparing"", ""context_metadata"": {""urls"": [], ""tags"": [""best"", ""laptops""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.92, ""reasoning"": ""User wants to compare prices across stores, matching COMPARE_SHOPPING_PRICES task type.""}"
"{""user_context"": ""Pull the customer table data from the portal"", ""context_metadata"": {""urls"": [], ""tags"": [""customer"", ""the portal""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.92, ""reasoning"": ""Task requires extracting table data from a specified source.""}"
"{""user_context"": ""Export dashboard data into a spreadsheet format"", ""context_metadata"": {""urls"": [], ""tags"": [""export"", ""dashboard""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.87, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Create a flowchart diagram showing the architecture"", ""context_metadata"": {""urls"": [], ""tags"": [""flowchart"", ""the architecture""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.89, ""reasoning"": ""Request involves creating visual diagrams or flowcharts.""}"
"{""user_context"": ""Record notes from the team meeting regarding the discussion"", ""context_metadata"": {""urls"": [""https://www.portal.com/api""], ""tags"": [""record"", ""the team meeting""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.87, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Draw a UML diagram for microservices"", ""context_metadata"": {""urls"": [], ""tags"": [""UML"", ""microservices""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.89, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Generate a flowchart diagram showing payment processing"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/dashboard""], ""tags"": [""flowchart"", ""payment processing""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.93, ""reasoning"": ""Request involves creating visual diagrams or flowcharts.""}"
"{""user_context"": ""Capture notes on the discussion during the team meeting"", ""context_metadata"": {""urls"": [], ""tags"": [""capture"", ""the discussion""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.89, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Note the highlights from the meeting on the meeting"", ""context_metadata"": {""urls"": [], ""tags"": [""highlights"", ""the meeting""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.91, ""reasoning"": ""Request involves capturing, recording, or documenting information from a source.""}"
"{""user_context"": ""Compare prices for headphones across different stores"", ""context_metadata"": {""urls"": [], ""tags"": [""headphones"", ""stores""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.94, ""reasoning"": ""User wants to compare prices across stores, matching COMPARE_SHOPPING_PRICES task type.""}"
"{""user_context"": ""Capture notes on the presentation during the client call"", ""context_metadata"": {""urls"": [""https://app.example.com/api""], ""tags"": [""capture"", ""the presentation""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.89, ""reasoning"": ""Task requires capturing and storing notes or documentation.""}"
"{""user_context"": ""Compare tablets prices from multiple retailers"", ""context_metadata"": {""urls"": [""https://admin.example.com/products""], ""tags"": [""tablets"", ""retailers""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.9, ""reasoning"": ""User wants to compare prices across stores, matching COMPARE_SHOPPING_PRICES task type.""}"
"{""user_context"": ""Create an email to my manager about the plan"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/admin""], ""tags"": [""my manager"", ""the plan""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.94, ""reasoning"": ""Request involves creating email content or messages.""}"
"{""user_context"": ""Fill out application form using my stored information"", ""context_metadata"": {""urls"": [""https://example.com/api""], ""tags"": [""application"", ""stored""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.89, ""reasoning"": ""Request involves auto-populating form fields with user information.""}"
"{""user_context"": ""Add client call to my calendar for tomorrow"", ""context_metadata"": {""urls"": [], ""tags"": [""client call"", ""tomorrow""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.91, ""reasoning"": ""Task requires calendar event creation functionality.""}"
"{""user_context"": ""Create a visual network diagram for {topic}"", ""context_metadata"": {""urls"": [""https://www.admin.com/portal""], ""tags"": [""visual"", ""network""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.92, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Add this research paper to my knowledge base"", ""context_metadata"": {""urls"": [], ""tags"": [""knowledge"", ""this research paper""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.86, ""reasoning"": ""User wants to add content to a knowledge base or repository, matching ADD_TO_KNOWLEDGE_BASE task type.""}"
"{""user_context"": ""Make a CSV file with customer information"", ""context_metadata"": {""urls"": [""https://example.com/api""], ""tags"": [""csv"", ""customer""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.91, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Draw a network diagram for planning"", ""context_metadata"": {""urls"": [""https://admin.example.com/products""], ""tags"": [""network"", ""planning""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.87, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Extract operational from system and put it in a sheet"", ""context_metadata"": {""urls"": [], ""tags"": [""extract"", ""operational""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.86, ""reasoning"": ""User wants to create/organize data in spreadsheet format, which matches EXTRACT_DATA_TO_SHEET task type.""}"
"{""user_context"": ""Compare smartphones costs from different sellers"", ""context_metadata"": {""urls"": [], ""tags"": [""smartphones"", ""sellers""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.89, ""reasoning"": ""User explicitly wants price comparison functionality.""}"
"{""user_context"": ""Automatically fetch monthly reports from the portal"", ""context_metadata"": {""urls"": [], ""tags"": [""monthly"", ""the portal""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.94, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Schedule a reminder for project review on next week"", ""context_metadata"": {""urls"": [], ""tags"": [""project review"", ""next week""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.94, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Create a UML diagram showing the architecture"", ""context_metadata"": {""urls"": [], ""tags"": [""UML"", ""the architecture""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.86, ""reasoning"": ""Request involves creating visual diagrams or flowcharts.""}"
"{""user_context"": ""Make a task list for system upgrade"", ""context_metadata"": {""urls"": [], ""tags"": [""list"", ""system upgrade""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.88, ""reasoning"": ""Request involves creating tasks, reminders, or checklist items.""}"
"{""user_context"": ""Store this research paper in my reference library"", ""context_metadata"": {""urls"": [], ""tags"": [""reference"", ""this research paper""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.93, ""reasoning"": ""User wants to add content to a knowledge base or repository, matching ADD_TO_KNOWLEDGE_BASE task type.""}"
"{""user_context"": ""Save notes about the key points discussed in the meeting"", ""context_metadata"": {""urls"": [], ""tags"": [""save"", ""the key points""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.87, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Check which store offers headphones at the best price"", ""context_metadata"": {""urls"": [""https://www.api.com/portal""], ""tags"": [""offers"", ""headphones""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.95, ""reasoning"": ""User explicitly wants price comparison functionality.""}"
"{""user_context"": ""Compile customer information into a spreadsheet document"", ""context_metadata"": {""urls"": [""https://api.example.com/reports""], ""tags"": [""compile"", ""customer information""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.88, ""reasoning"": ""User explicitly mentions creating a spreadsheet or organizing data into tabular format.""}"
"{""user_context"": ""Fill out survey form using my stored information"", ""context_metadata"": {""urls"": [], ""tags"": [""survey"", ""stored""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.86, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Compile product details into a spreadsheet document"", ""context_metadata"": {""urls"": [""https://admin.example.com/admin""], ""tags"": [""compile"", ""product details""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.85, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Add tasks for completing the review"", ""context_metadata"": {""urls"": [], ""tags"": [""tasks"", ""completing the review""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.9, ""reasoning"": ""Task requires creating todo items or task management entries.""}"
"{""user_context"": ""Create notes summarizing the key points"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""summarize"", ""the key points""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.94, ""reasoning"": ""Task requires capturing and storing notes or documentation.""}"
"{""user_context"": ""Schedule deadline reminder in calendar for March 15th"", ""context_metadata"": {""urls"": [], ""tags"": [""deadline reminder"", ""March 15th""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.92, ""reasoning"": ""User explicitly requests creating calendar entries or reminders.""}"
"{""user_context"": ""Write an email to the stakeholders discussing the delay"", ""context_metadata"": {""urls"": [], ""tags"": [""the stakeholders"", ""the delay""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests drafting or writing an email.""}"
"{""user_context"": ""Block time in my calendar for deadline reminder on March 15th"", ""context_metadata"": {""urls"": [""https://example.com/portal""], ""tags"": [""deadline reminder"", ""March 15th""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.88, ""reasoning"": ""Task requires calendar event creation functionality.""}"
"{""user_context"": ""Add todo items for the project"", ""context_metadata"": {""urls"": [], ""tags"": [""items"", ""the project""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.92, ""reasoning"": ""Request involves creating tasks, reminders, or checklist items.""}"
"{""user_context"": ""Draw a architecture diagram for analysis"", ""context_metadata"": {""urls"": [], ""tags"": [""architecture"", ""analysis""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.85, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Build a map displaying customer locations"", ""context_metadata"": {""urls"": [], ""tags"": [""displaying"", ""customer locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.88, ""reasoning"": ""User wants to create a map showing locations, matching CREATE_LOCATION_MAP task type.""}"
"{""user_context"": ""Compare prices for cameras across different stores"", ""context_metadata"": {""urls"": [""https://example.com/portal""], ""tags"": [""cameras"", ""stores""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.95, ""reasoning"": ""Task requires comparing prices across different retailers or vendors.""}"
"{""user_context"": ""Get financial reports auto-downloaded from the portal"", ""context_metadata"": {""urls"": [], ""tags"": [""financial"", ""the portal""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.93, ""reasoning"": ""User explicitly requests automatic report downloads.""}"
"{""user_context"": ""Find the cheapest headphones by price comparison"", ""context_metadata"": {""urls"": [], ""tags"": [""cheapest"", ""headphones""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.91, ""reasoning"": ""Request involves comparing product prices from multiple sources.""}"
"{""user_context"": ""Draw a flowchart diagram representing the workflow"", ""context_metadata"": {""urls"": [], ""tags"": [""flowchart"", ""the workflow""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.93, ""reasoning"": ""User explicitly mentions creating or drawing a diagram.""}"
"{""user_context"": ""Create a process diagram to visualize our system"", ""context_metadata"": {""urls"": [], ""tags"": [""process"", ""our system""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.91, ""reasoning"": ""Request involves creating visual diagrams or flowcharts.""}"
"{""user_context"": ""Organize product details into a tabular sheet format"", ""context_metadata"": {""urls"": [], ""tags"": [""organize"", ""product details""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.88, ""reasoning"": ""User explicitly mentions creating a spreadsheet or organizing data into tabular format.""}"
"{""user_context"": ""Set up reminders for the review"", ""context_metadata"": {""urls"": [""https://api.example.com/products""], ""tags"": [""reminders"", ""the review""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.86, ""reasoning"": ""Request involves creating tasks, reminders, or checklist items.""}"
"{""user_context"": ""Save this resource to my knowledge repository"", ""context_metadata"": {""urls"": [], ""tags"": [""save"", ""this resource""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.87, ""reasoning"": ""Task requires storing content in a knowledge repository or management system.""}"
"{""user_context"": ""Note the highlights from the meeting on the meeting"", ""context_metadata"": {""urls"": [], ""tags"": [""highlights"", ""the meeting""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.86, ""reasoning"": ""Task requires capturing and storing notes or documentation.""}"
"{""user_context"": ""Pull out the table showing sales figures from the dashboard"", ""context_metadata"": {""urls"": [], ""tags"": [""showing"", ""sales figures""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.93, ""reasoning"": ""Request involves extracting structured table data from a webpage or source.""}"
"{""user_context"": ""Add this tutorial to my knowledge base"", ""context_metadata"": {""urls"": [], ""tags"": [""knowledge"", ""this tutorial""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.93, ""reasoning"": ""Request involves saving or storing content in a knowledge management system.""}"
"{""user_context"": ""Set up auto-download for sales reports from the dashboard"", ""context_metadata"": {""urls"": [], ""tags"": [""sales"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.92, ""reasoning"": ""User explicitly requests automatic report downloads.""}"
"{""user_context"": ""Create tasks related to project tasks"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""related"", ""project tasks""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.89, ""reasoning"": ""User explicitly requests creating a todo list or adding tasks.""}"
"{""user_context"": ""Capture the inventory table from the website"", ""context_metadata"": {""urls"": [], ""tags"": [""inventory"", ""the website""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.88, ""reasoning"": ""Request involves extracting structured table data from a webpage or source.""}"
"{""user_context"": ""Auto-fill the registration form with my profile information"", ""context_metadata"": {""urls"": [""https://www.app.com/portal""], ""tags"": [""registration"", ""profile""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.89, ""reasoning"": ""User explicitly requests automatic form filling functionality.""}"
"{""user_context"": ""Complete the application form using my saved data"", ""context_metadata"": {""urls"": [], ""tags"": [""application"", ""saved""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.88, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Check which website has the lowest price for cameras"", ""context_metadata"": {""urls"": [], ""tags"": [""lowest"", ""cameras""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.94, ""reasoning"": ""User wants to compare prices across stores, matching COMPARE_SHOPPING_PRICES task type.""}"
"{""user_context"": ""Block time in my calendar for project review on next week"", ""context_metadata"": {""urls"": [""https://www.api.com/reports""], ""tags"": [""project review"", ""next week""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.92, ""reasoning"": ""User wants to create a calendar event, matching CREATE_CALENDAR_EVENT task type.""}"
"{""user_context"": ""Get financial reports downloaded automatically"", ""context_metadata"": {""urls"": [], ""tags"": [""financial"", ""automatically""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.89, ""reasoning"": ""Request involves automated report downloading from a source.""}"
"{""user_context"": ""Note the highlights from the webinar on the training"", ""context_metadata"": {""urls"": [], ""tags"": [""highlights"", ""the training""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.85, ""reasoning"": ""Request involves capturing, recording, or documenting information from a source.""}"
"{""user_context"": ""Generate a map showing customer sites and their locations"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/docs""], ""tags"": [""showing"", ""customer sites""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.95, ""reasoning"": ""User explicitly requests creating a map with location data.""}"
"{""user_context"": ""Add action items for system migration"", ""context_metadata"": {""urls"": [""https://www.api.com/dashboard""], ""tags"": [""action"", ""system migration""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.89, ""reasoning"": ""Task requires creating todo items or task management entries.""}"
"{""user_context"": ""Note the highlights from the webinar on the training"", ""context_metadata"": {""urls"": [""https://example.com/api""], ""tags"": [""highlights"", ""the training""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.89, ""reasoning"": ""User wants to save notes or document key points, indicating note-taking functionality.""}"
"{""user_context"": ""Generate a network diagram showing order fulfillment"", ""context_metadata"": {""urls"": [], ""tags"": [""network"", ""order fulfillment""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.94, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Get the pricing table from the portal"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""pricing"", ""the portal""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.93, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Create a visual architecture diagram for {topic}"", ""context_metadata"": {""urls"": [""https://www.api.com/api""], ""tags"": [""visual"", ""architecture""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.94, ""reasoning"": ""Task requires diagram creation capabilities.""}"
"{""user_context"": ""Auto-populate contact form fields with my data"", ""context_metadata"": {""urls"": [""https://example.com/api""], ""tags"": [""contact"", ""fields""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.9, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Draft a message to the stakeholders regarding next steps"", ""context_metadata"": {""urls"": [""https://portal.example.com/products""], ""tags"": [""the stakeholders"", ""next steps""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.95, ""reasoning"": ""Request involves creating email content or messages.""}"
"{""user_context"": ""Capture notes on the presentation during the team meeting"", ""context_metadata"": {""urls"": [], ""tags"": [""capture"", ""the presentation""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.89, ""reasoning"": ""Request involves capturing, recording, or documenting information from a source.""}"
"{""user_context"": ""Add this documentation to my knowledge base"", ""context_metadata"": {""urls"": [], ""tags"": [""knowledge"", ""this documentation""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.92, ""reasoning"": ""Task requires storing content in a knowledge repository or management system.""}"
"{""user_context"": ""Create a calendar event for team meeting on next Friday"", ""context_metadata"": {""urls"": [], ""tags"": [""team meeting"", ""next Friday""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.93, ""reasoning"": ""User explicitly requests creating calendar entries or reminders.""}"
"{""user_context"": ""Create a geographic map of customer sites"", ""context_metadata"": {""urls"": [""https://api.example.com/dashboard""], ""tags"": [""geographic"", ""customer sites""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests creating a map with location data.""}"
"{""user_context"": ""Add tasks for preparing the presentation"", ""context_metadata"": {""urls"": [], ""tags"": [""tasks"", ""preparing the presentation""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests creating a todo list or adding tasks.""}"
"{""user_context"": ""Save notes about the discussion points discussed in the presentation"", ""context_metadata"": {""urls"": [], ""tags"": [""save"", ""the discussion points""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.92, ""reasoning"": ""Task requires capturing and storing notes or documentation.""}"
"{""user_context"": ""Create a map showing all our office locations across the country"", ""context_metadata"": {""urls"": [], ""tags"": [""offices"", ""locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.95, ""reasoning"": ""User explicitly wants to create a map showing office locations, which directly matches the CREATE_LOCATION_MAP task type.""}"
"{""user_context"": ""Extract table information about {topic} from this webpage"", ""context_metadata"": {""urls"": [], ""tags"": [""information"", ""{topic}""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.94, ""reasoning"": ""Task requires extracting table data from a specified source.""}"
"{""user_context"": ""Download weekly reports automatically from the system"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""weekly"", ""the system""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.93, ""reasoning"": ""User wants to automatically download reports, matching AUTO_DOWNLOAD_REPORTS task type.""}"
"{""user_context"": ""Save this link to my personal knowledge base"", ""context_metadata"": {""urls"": [], ""tags"": [""personal"", ""this link""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.85, ""reasoning"": ""User wants to add content to a knowledge base or repository, matching ADD_TO_KNOWLEDGE_BASE task type.""}"
"{""user_context"": ""Plot a map of all delivery routes for our logistics team"", ""context_metadata"": {""urls"": [], ""tags"": [""delivery"", ""routes""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.9, ""reasoning"": ""Plotting delivery routes on a map requires location mapping capabilities.""}"
"{""user_context"": ""Extract table information about {topic} from the dashboard"", ""context_metadata"": {""urls"": [""https://www.portal.com/api""], ""tags"": [""information"", ""{topic}""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.92, ""reasoning"": ""Task requires extracting table data from a specified source.""}"
"{""user_context"": ""Add project review to calendar for next week"", ""context_metadata"": {""urls"": [], ""tags"": [""project review"", ""next week""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.94, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Extract all rows from the product prices table"", ""context_metadata"": {""urls"": [""https://www.api.com/portal""], ""tags"": [""rows"", ""product prices""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.93, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Configure automatic download for financial reports"", ""context_metadata"": {""urls"": [], ""tags"": [""financial"", ""configure""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.9, ""reasoning"": ""Request involves automated report downloading from a source.""}"
"{""user_context"": ""Create reminders about important tasks"", ""context_metadata"": {""urls"": [], ""tags"": [""about"", ""important tasks""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.94, ""reasoning"": ""User explicitly requests creating a todo list or adding tasks.""}"
"{""user_context"": ""Create a calendar event for project review on next week"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""project review"", ""next week""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.94, ""reasoning"": ""Task requires calendar event creation functionality.""}"
"{""user_context"": ""Archive this document for future reference"", ""context_metadata"": {""urls"": [], ""tags"": [""archive"", ""this document""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.91, ""reasoning"": ""Request involves saving or storing content in a knowledge management system.""}"
